Date,SAL,TSS,DO,AMM,NIT,FRP,FRPADS,POC,DOC,PON,DON,POP,DOP,CHLA,ZEROS,ONES
01/09/1981 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1981 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1981 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1981 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1982 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1982 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1982 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1982 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1982 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1982 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1982 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1982 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1982 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1982 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1982 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1982 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1983 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1983 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1983 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1983 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1983 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1983 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1983 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1983 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1983 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1983 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1983 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1983 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1984 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1984 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1984 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1984 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1984 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1984 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1984 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1984 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1984 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1984 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1984 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1984 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1985 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1985 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1985 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1985 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1985 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1985 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1985 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1985 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1985 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1985 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1985 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1985 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1986 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1986 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1986 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1986 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1986 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1986 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1986 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1986 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1986 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1986 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1986 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1986 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1987 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1987 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1987 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1987 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1987 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1987 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1987 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1987 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1987 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1987 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1987 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1987 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1988 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1988 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1988 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1988 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1988 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1988 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1988 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1988 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1988 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1988 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1988 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1988 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1989 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1989 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1989 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1989 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1989 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1989 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1989 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1989 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1989 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1989 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1989 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1989 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1990 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1990 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1990 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1990 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1990 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1990 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1990 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1990 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1990 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1990 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1990 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1990 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1991 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1991 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1991 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1991 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1991 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1991 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1991 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1991 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1991 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1991 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1991 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1991 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1992 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1992 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1992 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
01/04/1992 00:00:00,36.3514,0.4472,221.4887,0.0331,0.0769,0.1019,0.0102,40.7373,8.1475,6.1490,1.2298,0.3843,0.0769,1.0068,0,1
01/05/1992 00:00:00,35.9841,0.6792,223.3739,0.0402,0.0855,0.0958,0.0096,41.8361,8.3672,6.3149,1.2630,0.3947,0.0789,1.1074,0,1
01/06/1992 00:00:00,35.5332,0.8811,228.7193,0.0443,0.1073,0.0928,0.0093,44.3058,8.8612,6.6877,1.3375,0.4180,0.0836,1.0040,0,1
01/07/1992 00:00:00,35.3039,1.0553,232.3903,0.0320,0.0681,0.0911,0.0091,46.0593,9.2119,6.9524,1.3905,0.4345,0.0869,1.0281,0,1
01/08/1992 00:00:00,34.9062,1.1378,236.1864,0.0258,0.0383,0.0935,0.0093,48.1841,9.6368,7.2731,1.4546,0.4546,0.0909,0.9859,0,1
01/09/1992 00:00:00,34.7572,0.8461,237.4069,0.0172,0.0353,0.0855,0.0086,49.0208,9.8042,7.3994,1.4799,0.4625,0.0925,1.2667,0,1
01/10/1992 00:00:00,34.9753,0.7515,237.6792,0.0193,0.0294,0.0914,0.0091,49.0510,9.8102,7.4039,1.4808,0.4627,0.0925,0.7301,0,1
01/11/1992 00:00:00,35.3015,0.4512,235.5448,0.0127,0.0294,0.0822,0.0082,47.9522,9.5904,7.2381,1.4476,0.4524,0.0905,0.6613,0,1
01/12/1992 00:00:00,36.1022,0.4275,229.9280,0.0180,0.0337,0.0867,0.0087,45.4825,9.0965,6.8653,1.3731,0.4291,0.0858,0.5907,0,1
01/01/1993 00:00:00,36.6755,0.3693,226.2180,0.0354,0.0730,0.0968,0.0097,43.7289,8.7458,6.6006,1.3201,0.4125,0.0825,0.6893,0,1
01/02/1993 00:00:00,36.8309,0.3356,223.5779,0.0208,0.0615,0.0683,0.0068,41.6042,8.3208,6.2799,1.2560,0.3925,0.0785,0.7275,0,1
01/03/1993 00:00:00,36.9367,0.5279,222.0860,0.0207,0.0517,0.0775,0.0078,40.7675,8.1535,6.1536,1.2307,0.3846,0.0769,0.8200,0,1
