Date,SAL,TSS,DO,AMM,NIT,FRP,FRPADS,POC,DOC,PON,DON,POP,DOP,CHLA,ZEROS,ONES
01/11/1984 00:00:00,35.3015,0.4313,233.2694,0.0210,0.0490,0.0840,0.0084,39.5391,7.9078,5.9682,1.1936,0.3730,0.0746,0.6169,0,1
01/12/1984 00:00:00,36.1022,0.3892,228.8667,0.0299,0.0560,0.0885,0.0089,37.5211,7.5042,5.6636,1.1327,0.3540,0.0708,0.5510,0,1
01/01/1985 00:00:00,36.6755,0.3508,226.2851,0.0590,0.1214,0.0988,0.0099,34.6961,6.9392,5.2371,1.0474,0.3273,0.0655,0.6430,0,1
01/02/1985 00:00:00,36.8309,0.3249,223.3589,0.0347,0.1023,0.0697,0.0070,31.2656,6.2531,4.7193,0.9439,0.2950,0.0590,0.6787,0,1
01/03/1985 00:00:00,36.9367,0.3544,221.3879,0.0345,0.0860,0.0792,0.0079,33.0577,6.6115,4.9898,0.9980,0.3119,0.0624,0.7649,0,1
01/04/1985 00:00:00,36.3514,0.4180,219.1869,0.0551,0.1279,0.1040,0.0104,32.1288,6.4258,4.8496,0.9699,0.3031,0.0606,0.9392,0,1
01/05/1985 00:00:00,35.9841,0.5756,220.5805,0.0669,0.1422,0.0978,0.0098,35.3519,7.0704,5.3361,1.0672,0.3335,0.0667,1.0330,0,1
01/06/1985 00:00:00,35.5332,0.7686,224.8417,0.0737,0.1785,0.0948,0.0095,37.3698,7.4740,5.6407,1.1281,0.3525,0.0705,0.9365,0,1
01/07/1985 00:00:00,35.3039,0.9270,227.7640,0.0533,0.1133,0.0930,0.0093,40.1949,8.0390,6.0672,1.2134,0.3792,0.0758,0.9591,0,1
01/08/1985 00:00:00,34.9062,0.9513,231.5400,0.0428,0.0638,0.0955,0.0095,43.6254,8.7251,6.5850,1.3170,0.4116,0.0823,0.9197,0,1
01/09/1985 00:00:00,34.7572,0.8380,233.0003,0.0286,0.0587,0.0874,0.0087,41.8333,8.3667,6.3145,1.2629,0.3947,0.0789,1.1816,0,1
01/10/1985 00:00:00,34.9753,0.6710,233.8888,0.0321,0.0489,0.0933,0.0093,42.7621,8.5524,6.4547,1.2909,0.4034,0.0807,0.6811,0,1
01/11/1985 00:00:00,35.3015,0.4313,233.2694,0.0210,0.0490,0.0840,0.0084,39.5391,7.9078,5.9682,1.1936,0.3730,0.0746,0.6169,0,1
01/12/1985 00:00:00,36.1022,0.3892,228.8667,0.0299,0.0560,0.0885,0.0089,37.5211,7.5042,5.6636,1.1327,0.3540,0.0708,0.5510,0,1
01/01/1986 00:00:00,36.6755,0.3508,226.2851,0.0590,0.1214,0.0988,0.0099,34.6961,6.9392,5.2371,1.0474,0.3273,0.0655,0.6430,0,1
01/02/1986 00:00:00,36.8309,0.3249,223.3589,0.0347,0.1023,0.0697,0.0070,31.2656,6.2531,4.7193,0.9439,0.2950,0.0590,0.6787,0,1
01/03/1986 00:00:00,36.9367,0.3544,221.3879,0.0345,0.0860,0.0792,0.0079,33.0577,6.6115,4.9898,0.9980,0.3119,0.0624,0.7649,0,1
01/04/1986 00:00:00,36.3514,0.4180,219.1869,0.0551,0.1279,0.1040,0.0104,32.1288,6.4258,4.8496,0.9699,0.3031,0.0606,0.9392,0,1
01/05/1986 00:00:00,35.9841,0.5756,220.5805,0.0669,0.1422,0.0978,0.0098,35.3519,7.0704,5.3361,1.0672,0.3335,0.0667,1.0330,0,1
01/06/1986 00:00:00,35.5332,0.7686,224.8417,0.0737,0.1785,0.0948,0.0095,37.3698,7.4740,5.6407,1.1281,0.3525,0.0705,0.9365,0,1
01/07/1986 00:00:00,35.3039,0.9270,227.7640,0.0533,0.1133,0.0930,0.0093,40.1949,8.0390,6.0672,1.2134,0.3792,0.0758,0.9591,0,1
01/08/1986 00:00:00,34.9062,0.9513,231.5400,0.0428,0.0638,0.0955,0.0095,43.6254,8.7251,6.5850,1.3170,0.4116,0.0823,0.9197,0,1
01/09/1986 00:00:00,34.7572,0.8380,233.0003,0.0286,0.0587,0.0874,0.0087,41.8333,8.3667,6.3145,1.2629,0.3947,0.0789,1.1816,0,1
01/10/1986 00:00:00,34.9753,0.6710,233.8888,0.0321,0.0489,0.0933,0.0093,42.7621,8.5524,6.4547,1.2909,0.4034,0.0807,0.6811,0,1
01/11/1986 00:00:00,35.3015,0.4313,233.2694,0.0210,0.0490,0.0840,0.0084,39.5391,7.9078,5.9682,1.1936,0.3730,0.0746,0.6169,0,1
01/12/1986 00:00:00,36.1022,0.3892,228.8667,0.0299,0.0560,0.0885,0.0089,37.5211,7.5042,5.6636,1.1327,0.3540,0.0708,0.5510,0,1
01/01/1987 00:00:00,36.6755,0.3508,226.2851,0.0590,0.1214,0.0988,0.0099,34.6961,6.9392,5.2371,1.0474,0.3273,0.0655,0.6430,0,1
01/02/1987 00:00:00,36.8309,0.3249,223.3589,0.0347,0.1023,0.0697,0.0070,31.2656,6.2531,4.7193,0.9439,0.2950,0.0590,0.6787,0,1
01/03/1987 00:00:00,36.9367,0.3544,221.3879,0.0345,0.0860,0.0792,0.0079,33.0577,6.6115,4.9898,0.9980,0.3119,0.0624,0.7649,0,1
01/04/1987 00:00:00,36.3514,0.4180,219.1869,0.0551,0.1279,0.1040,0.0104,32.1288,6.4258,4.8496,0.9699,0.3031,0.0606,0.9392,0,1
01/05/1987 00:00:00,35.9841,0.5756,220.5805,0.0669,0.1422,0.0978,0.0098,35.3519,7.0704,5.3361,1.0672,0.3335,0.0667,1.0330,0,1
01/06/1987 00:00:00,35.5332,0.7686,224.8417,0.0737,0.1785,0.0948,0.0095,37.3698,7.4740,5.6407,1.1281,0.3525,0.0705,0.9365,0,1
01/07/1987 00:00:00,35.3039,0.9270,227.7640,0.0533,0.1133,0.0930,0.0093,40.1949,8.0390,6.0672,1.2134,0.3792,0.0758,0.9591,0,1
01/08/1987 00:00:00,34.9062,0.9513,231.5400,0.0428,0.0638,0.0955,0.0095,43.6254,8.7251,6.5850,1.3170,0.4116,0.0823,0.9197,0,1
01/09/1987 00:00:00,34.7572,0.8380,233.0003,0.0286,0.0587,0.0874,0.0087,41.8333,8.3667,6.3145,1.2629,0.3947,0.0789,1.1816,0,1
01/10/1987 00:00:00,34.9753,0.6710,233.8888,0.0321,0.0489,0.0933,0.0093,42.7621,8.5524,6.4547,1.2909,0.4034,0.0807,0.6811,0,1
01/11/1987 00:00:00,35.3015,0.4313,233.2694,0.0210,0.0490,0.0840,0.0084,39.5391,7.9078,5.9682,1.1936,0.3730,0.0746,0.6169,0,1
01/12/1987 00:00:00,36.1022,0.3892,228.8667,0.0299,0.0560,0.0885,0.0089,37.5211,7.5042,5.6636,1.1327,0.3540,0.0708,0.5510,0,1
01/01/1988 00:00:00,36.6755,0.3508,226.2851,0.0590,0.1214,0.0988,0.0099,34.6961,6.9392,5.2371,1.0474,0.3273,0.0655,0.6430,0,1
01/02/1988 00:00:00,36.8309,0.3249,223.3589,0.0347,0.1023,0.0697,0.0070,31.2656,6.2531,4.7193,0.9439,0.2950,0.0590,0.6787,0,1
01/03/1988 00:00:00,36.9367,0.3544,221.3879,0.0345,0.0860,0.0792,0.0079,33.0577,6.6115,4.9898,0.9980,0.3119,0.0624,0.7649,0,1
01/04/1988 00:00:00,36.3514,0.4180,219.1869,0.0551,0.1279,0.1040,0.0104,32.1288,6.4258,4.8496,0.9699,0.3031,0.0606,0.9392,0,1
01/05/1988 00:00:00,35.9841,0.5756,220.5805,0.0669,0.1422,0.0978,0.0098,35.3519,7.0704,5.3361,1.0672,0.3335,0.0667,1.0330,0,1
01/06/1988 00:00:00,35.5332,0.7686,224.8417,0.0737,0.1785,0.0948,0.0095,37.3698,7.4740,5.6407,1.1281,0.3525,0.0705,0.9365,0,1
01/07/1988 00:00:00,35.3039,0.9270,227.7640,0.0533,0.1133,0.0930,0.0093,40.1949,8.0390,6.0672,1.2134,0.3792,0.0758,0.9591,0,1
01/08/1988 00:00:00,34.9062,0.9513,231.5400,0.0428,0.0638,0.0955,0.0095,43.6254,8.7251,6.5850,1.3170,0.4116,0.0823,0.9197,0,1
01/09/1988 00:00:00,34.7572,0.8380,233.0003,0.0286,0.0587,0.0874,0.0087,41.8333,8.3667,6.3145,1.2629,0.3947,0.0789,1.1816,0,1
01/10/1988 00:00:00,34.9753,0.6710,233.8888,0.0321,0.0489,0.0933,0.0093,42.7621,8.5524,6.4547,1.2909,0.4034,0.0807,0.6811,0,1
01/11/1988 00:00:00,35.3015,0.4313,233.2694,0.0210,0.0490,0.0840,0.0084,39.5391,7.9078,5.9682,1.1936,0.3730,0.0746,0.6169,0,1
01/12/1988 00:00:00,36.1022,0.3892,228.8667,0.0299,0.0560,0.0885,0.0089,37.5211,7.5042,5.6636,1.1327,0.3540,0.0708,0.5510,0,1
01/01/1989 00:00:00,36.6755,0.3508,226.2851,0.0590,0.1214,0.0988,0.0099,34.6961,6.9392,5.2371,1.0474,0.3273,0.0655,0.6430,0,1
01/02/1989 00:00:00,36.8309,0.3249,223.3589,0.0347,0.1023,0.0697,0.0070,31.2656,6.2531,4.7193,0.9439,0.2950,0.0590,0.6787,0,1
01/03/1989 00:00:00,36.9367,0.3544,221.3879,0.0345,0.0860,0.0792,0.0079,33.0577,6.6115,4.9898,0.9980,0.3119,0.0624,0.7649,0,1
01/04/1989 00:00:00,36.3514,0.4180,219.1869,0.0551,0.1279,0.1040,0.0104,32.1288,6.4258,4.8496,0.9699,0.3031,0.0606,0.9392,0,1
01/05/1989 00:00:00,35.9841,0.5756,220.5805,0.0669,0.1422,0.0978,0.0098,35.3519,7.0704,5.3361,1.0672,0.3335,0.0667,1.0330,0,1
01/06/1989 00:00:00,35.5332,0.7686,224.8417,0.0737,0.1785,0.0948,0.0095,37.3698,7.4740,5.6407,1.1281,0.3525,0.0705,0.9365,0,1
01/07/1989 00:00:00,35.3039,0.9270,227.7640,0.0533,0.1133,0.0930,0.0093,40.1949,8.0390,6.0672,1.2134,0.3792,0.0758,0.9591,0,1
01/08/1989 00:00:00,34.9062,0.9513,231.5400,0.0428,0.0638,0.0955,0.0095,43.6254,8.7251,6.5850,1.3170,0.4116,0.0823,0.9197,0,1
01/09/1989 00:00:00,34.7572,0.8380,233.0003,0.0286,0.0587,0.0874,0.0087,41.8333,8.3667,6.3145,1.2629,0.3947,0.0789,1.1816,0,1
01/10/1989 00:00:00,34.9753,0.6710,233.8888,0.0321,0.0489,0.0933,0.0093,42.7621,8.5524,6.4547,1.2909,0.4034,0.0807,0.6811,0,1
01/11/1989 00:00:00,35.3015,0.4313,233.2694,0.0210,0.0490,0.0840,0.0084,39.5391,7.9078,5.9682,1.1936,0.3730,0.0746,0.6169,0,1
01/12/1989 00:00:00,36.1022,0.3892,228.8667,0.0299,0.0560,0.0885,0.0089,37.5211,7.5042,5.6636,1.1327,0.3540,0.0708,0.5510,0,1
01/01/1990 00:00:00,36.6755,0.3508,226.2851,0.0590,0.1214,0.0988,0.0099,34.6961,6.9392,5.2371,1.0474,0.3273,0.0655,0.6430,0,1
01/02/1990 00:00:00,36.8309,0.3249,223.3589,0.0347,0.1023,0.0697,0.0070,31.2656,6.2531,4.7193,0.9439,0.2950,0.0590,0.6787,0,1
01/03/1990 00:00:00,36.9367,0.3544,221.3879,0.0345,0.0860,0.0792,0.0079,33.0577,6.6115,4.9898,0.9980,0.3119,0.0624,0.7649,0,1
01/04/1990 00:00:00,36.3514,0.4180,219.1869,0.0551,0.1279,0.1040,0.0104,32.1288,6.4258,4.8496,0.9699,0.3031,0.0606,0.9392,0,1
01/05/1990 00:00:00,35.9841,0.5756,220.5805,0.0669,0.1422,0.0978,0.0098,35.3519,7.0704,5.3361,1.0672,0.3335,0.0667,1.0330,0,1
01/06/1990 00:00:00,35.5332,0.7686,224.8417,0.0737,0.1785,0.0948,0.0095,37.3698,7.4740,5.6407,1.1281,0.3525,0.0705,0.9365,0,1
01/07/1990 00:00:00,35.3039,0.9270,227.7640,0.0533,0.1133,0.0930,0.0093,40.1949,8.0390,6.0672,1.2134,0.3792,0.0758,0.9591,0,1
01/08/1990 00:00:00,34.9062,0.9513,231.5400,0.0428,0.0638,0.0955,0.0095,43.6254,8.7251,6.5850,1.3170,0.4116,0.0823,0.9197,0,1
01/09/1990 00:00:00,34.7572,0.8380,233.0003,0.0286,0.0587,0.0874,0.0087,41.8333,8.3667,6.3145,1.2629,0.3947,0.0789,1.1816,0,1
01/10/1990 00:00:00,34.9753,0.6710,233.8888,0.0321,0.0489,0.0933,0.0093,42.7621,8.5524,6.4547,1.2909,0.4034,0.0807,0.6811,0,1
01/11/1990 00:00:00,35.3015,0.4313,233.2694,0.0210,0.0490,0.0840,0.0084,39.5391,7.9078,5.9682,1.1936,0.3730,0.0746,0.6169,0,1
01/12/1990 00:00:00,36.1022,0.3892,228.8667,0.0299,0.0560,0.0885,0.0089,37.5211,7.5042,5.6636,1.1327,0.3540,0.0708,0.5510,0,1
01/01/1991 00:00:00,36.6755,0.3508,226.2851,0.0590,0.1214,0.0988,0.0099,34.6961,6.9392,5.2371,1.0474,0.3273,0.0655,0.6430,0,1
01/02/1991 00:00:00,36.8309,0.3249,223.3589,0.0347,0.1023,0.0697,0.0070,31.2656,6.2531,4.7193,0.9439,0.2950,0.0590,0.6787,0,1
01/03/1991 00:00:00,36.9367,0.3544,221.3879,0.0345,0.0860,0.0792,0.0079,33.0577,6.6115,4.9898,0.9980,0.3119,0.0624,0.7649,0,1
01/04/1991 00:00:00,36.3514,0.4180,219.1869,0.0551,0.1279,0.1040,0.0104,32.1288,6.4258,4.8496,0.9699,0.3031,0.0606,0.9392,0,1
01/05/1991 00:00:00,35.9841,0.5756,220.5805,0.0669,0.1422,0.0978,0.0098,35.3519,7.0704,5.3361,1.0672,0.3335,0.0667,1.0330,0,1
01/06/1991 00:00:00,35.5332,0.7686,224.8417,0.0737,0.1785,0.0948,0.0095,37.3698,7.4740,5.6407,1.1281,0.3525,0.0705,0.9365,0,1
01/07/1991 00:00:00,35.3039,0.9270,227.7640,0.0533,0.1133,0.0930,0.0093,40.1949,8.0390,6.0672,1.2134,0.3792,0.0758,0.9591,0,1
01/08/1991 00:00:00,34.9062,0.9513,231.5400,0.0428,0.0638,0.0955,0.0095,43.6254,8.7251,6.5850,1.3170,0.4116,0.0823,0.9197,0,1
01/09/1991 00:00:00,34.7572,0.8380,233.0003,0.0286,0.0587,0.0874,0.0087,41.8333,8.3667,6.3145,1.2629,0.3947,0.0789,1.1816,0,1
01/10/1991 00:00:00,34.9753,0.6710,233.8888,0.0321,0.0489,0.0933,0.0093,42.7621,8.5524,6.4547,1.2909,0.4034,0.0807,0.6811,0,1
01/11/1991 00:00:00,35.3015,0.4313,233.2694,0.0210,0.0490,0.0840,0.0084,39.5391,7.9078,5.9682,1.1936,0.3730,0.0746,0.6169,0,1
01/12/1991 00:00:00,36.1022,0.3892,228.8667,0.0299,0.0560,0.0885,0.0089,37.5211,7.5042,5.6636,1.1327,0.3540,0.0708,0.5510,0,1
01/01/1992 00:00:00,36.6755,0.3508,226.2851,0.0590,0.1214,0.0988,0.0099,34.6961,6.9392,5.2371,1.0474,0.3273,0.0655,0.6430,0,1
01/02/1992 00:00:00,36.8309,0.3249,223.3589,0.0347,0.1023,0.0697,0.0070,31.2656,6.2531,4.7193,0.9439,0.2950,0.0590,0.6787,0,1
01/03/1992 00:00:00,36.9367,0.3544,221.3879,0.0345,0.0860,0.0792,0.0079,33.0577,6.6115,4.9898,0.9980,0.3119,0.0624,0.7649,0,1
01/04/1992 00:00:00,36.3514,0.4180,219.1869,0.0551,0.1279,0.1040,0.0104,32.1288,6.4258,4.8496,0.9699,0.3031,0.0606,0.9392,0,1
01/05/1992 00:00:00,35.9841,0.5756,220.5805,0.0669,0.1422,0.0978,0.0098,35.3519,7.0704,5.3361,1.0672,0.3335,0.0667,1.0330,0,1
01/06/1992 00:00:00,35.5332,0.7686,224.8417,0.0737,0.1785,0.0948,0.0095,37.3698,7.4740,5.6407,1.1281,0.3525,0.0705,0.9365,0,1
01/07/1992 00:00:00,35.3039,0.9270,227.7640,0.0533,0.1133,0.0930,0.0093,40.1949,8.0390,6.0672,1.2134,0.3792,0.0758,0.9591,0,1
01/08/1992 00:00:00,34.9062,0.9513,231.5400,0.0428,0.0638,0.0955,0.0095,43.6254,8.7251,6.5850,1.3170,0.4116,0.0823,0.9197,0,1
01/09/1992 00:00:00,34.7572,0.8380,233.0003,0.0286,0.0587,0.0874,0.0087,41.8333,8.3667,6.3145,1.2629,0.3947,0.0789,1.1816,0,1
01/10/1992 00:00:00,34.9753,0.6710,233.8888,0.0321,0.0489,0.0933,0.0093,42.7621,8.5524,6.4547,1.2909,0.4034,0.0807,0.6811,0,1
01/11/1992 00:00:00,35.3015,0.4313,233.2694,0.0210,0.0490,0.0840,0.0084,39.5391,7.9078,5.9682,1.1936,0.3730,0.0746,0.6169,0,1
01/12/1992 00:00:00,36.1022,0.3892,228.8667,0.0299,0.0560,0.0885,0.0089,37.5211,7.5042,5.6636,1.1327,0.3540,0.0708,0.5510,0,1
01/01/1993 00:00:00,36.6755,0.3508,226.2851,0.0590,0.1214,0.0988,0.0099,34.6961,6.9392,5.2371,1.0474,0.3273,0.0655,0.6430,0,1
01/02/1993 00:00:00,36.8309,0.3249,223.3589,0.0347,0.1023,0.0697,0.0070,31.2656,6.2531,4.7193,0.9439,0.2950,0.0590,0.6787,0,1
01/03/1993 00:00:00,36.9367,0.3544,221.3879,0.0345,0.0860,0.0792,0.0079,33.0577,6.6115,4.9898,0.9980,0.3119,0.0624,0.7649,0,1
